	symbol	symbol.1	padj	baseMean	log2FoldChange	lfcSE	stat	pvalue	description
ENSG00000100242	SUN2	SUN2	0.0528904376756398	2120.13972491025	0.208875909948789	0.0567495700574343	3.68066065940927	0.00023263042895476	Sad1 and UNC84 domain containing 2
ENSG00000100243	CYB5R3	CYB5R3	0.0243370544274918	748.61691971585	0.420211452970467	0.10380664029899	4.0480209335371	5.16525277154718e-05	cytochrome b5 reductase 3
ENSG00000100300	TSPO	TSPO	0.0104227769550572	371.974603454458	0.605362654861014	0.14049760530001	4.30870443356213	1.64213645980025e-05	translocator protein
ENSG00000100304	TTLL12	TTLL12	0.309285816542533	1228.50644034443	-0.197508821477624	0.0916815521009529	-2.15429186081123	0.0312172907696391	tubulin tyrosine ligase like 12
ENSG00000100320	RBFOX2	RBFOX2	0.275379774700127	94.2545163088076	-0.793894247316388	0.346357878929845	-2.29212122954822	0.0218986486819684	RNA binding fox-1 homolog 2
ENSG00000100321	SYNGR1	SYNGR1	0.360245094162954	104.316586389074	1.21299877073612	0.614369792316741	1.97437892602434	0.0483386724732986	synaptogyrin 1
ENSG00000100417	PMM1	PMM1	0.206937673351275	277.091943150828	0.207822189832915	0.0801767250701194	2.59205136716624	0.00954055253334076	phosphomannomutase 1
ENSG00000100429	HDAC10	HDAC10	0.106196823384205	49.9631028447648	0.387120053274825	0.12385636190792	3.12555646970018	0.00177468993123771	histone deacetylase 10
ENSG00000100441	KHNYN	KHNYN	0.290551518860049	1706.34331901316	0.175026310191309	0.078739904404839	2.22284128377165	0.0262265041969781	KH and NYN domain containing
ENSG00000100442	FKBP3	FKBP3	0.345658426493522	1634.85515044784	-0.113558635698495	0.0561055445130967	-2.02401806602175	0.042968292939074	FKBP prolyl isomerase 3
ENSG00000100445	SDR39U1	SDR39U1	0.161904719943234	444.792846338526	0.138087864381004	0.0492788516276462	2.8021729366667	0.00507596557319752	short chain dehydrogenase/reductase family 39U member 1
ENSG00000100462	PRMT5	PRMT5	0.23280325478029	1245.66090473563	-0.1895806768519	0.0768813421157968	-2.46588667204012	0.0136674568850983	protein arginine methyltransferase 5
ENSG00000100478	AP4S1	AP4S1	0.233702636393117	752.064537206752	-0.172267007114417	0.0699864984730473	-2.46143200292781	0.0138383626355013	adaptor related protein complex 4 subunit sigma 1
ENSG00000100519	PSMC6	PSMC6	0.354507776830545	1444.02957188721	-0.0726453024530373	0.0364281611599829	-1.99420723253085	0.0461294120887552	proteasome 26S subunit, ATPase 6
ENSG00000100522	GNPNAT1	GNPNAT1	0.228321070963726	864.682227120718	-0.199811680102222	0.0800850882191585	-2.49499232061058	0.0125959856157873	glucosamine-phosphate N-acetyltransferase 1
ENSG00000100575	TIMM9	TIMM9	0.143394964316251	923.283841396162	-0.129289414869687	0.0441119908633844	-2.93093583715363	0.00337942573291762	translocase of inner mitochondrial membrane 9
ENSG00000100599	RIN3	RIN3	0.292856440770714	4759.65034531578	0.385119806203298	0.173848506469433	2.21526094198004	0.0267421590699182	Ras and Rab interactor 3
ENSG00000100647	SUSD6	SUSD6	0.32806574749084	6949.88100967868	-0.10712735788414	0.0517141597469201	-2.07152854089484	0.0383094301005095	sushi domain containing 6
ENSG00000100664	EIF5	EIF5	0.220836167886196	3682.13835955882	-0.13248360884756	0.0525195947209115	-2.52255581086596	0.0116505460927361	eukaryotic translation initiation factor 5
ENSG00000100678	SLC8A3	SLC8A3	0.237627024642291	2221.77279748503	0.542823552321975	0.221319212046906	2.4526725325903	0.0141799360204715	solute carrier family 8 member A3
ENSG00000100814	CCNB1IP1	CCNB1IP1	0.174257693204529	1439.18010727616	-0.182640314579969	0.0666317150931085	-2.74104177454767	0.00612447202862961	cyclin B1 interacting protein 1
ENSG00000100941	PNN	PNN	0.288507259550408	2781.364561438	-0.138330579557947	0.0618484840530523	-2.236604205841	0.0253122197975813	pinin, desmosome associated protein
ENSG00000100949	RABGGTA	RABGGTA	0.145503617297064	513.046953484365	0.202421365927692	0.0694763233609453	2.91353019468326	0.00357367274915206	Rab geranylgeranyltransferase subunit alpha
ENSG00000100982	PCIF1	PCIF1	0.157717387067547	666.049779922312	0.15531128193655	0.0550410686272149	2.82173449408206	0.00477647034556891	phosphorylated CTD interacting factor 1
ENSG00000101040	ZMYND8	ZMYND8	0.340211769218274	10630.655154988	0.0519137218092982	0.0254438097386306	2.04032817186489	0.0413176506961075	zinc finger MYND-type containing 8
ENSG00000101084	RAB5IF	RAB5IF	0.357914588673359	74.9132105648831	-0.285386443604495	0.144038871211913	-1.98131546854897	0.0475559067468574	RAB5 interacting factor
ENSG00000101166	PRELID3B	PRELID3B	0.140008149050881	1592.51419917435	-0.13706029103029	0.0463681726815832	-2.95591314265287	0.00311744868539666	PRELI domain containing 3B
ENSG00000101181	MTG2	MTG2	0.157717387067547	869.015703576123	-0.149604914280496	0.0530147204173716	-2.82195045267982	0.00477325511876447	mitochondrial ribosome associated GTPase 2
ENSG00000101213	PTK6	PTK6	NA	12.8647768235628	0.808469308108666	0.28662286484347	2.8206727629709	0.00479230609483823	protein tyrosine kinase 6
ENSG00000101216	GMEB2	GMEB2	0.0640841685573609	776.944624841207	0.152860271825517	0.0429327666816854	3.56045705041239	0.000370209862341479	glucocorticoid modulatory element binding protein 2
ENSG00000101247	NDUFAF5	NDUFAF5	0.13088302856104	981.72773977201	-0.135688164952154	0.0450632964621874	-3.01105723736856	0.00260339773216011	NADH:ubiquinone oxidoreductase complex assembly factor 5
ENSG00000101290	CDS2	CDS2	0.347927650918803	2893.63751932859	0.0684444066339881	0.0340027901057576	2.01290560042597	0.0441245612931619	CDP-diacylglycerol synthase 2
ENSG00000101298	SNPH	SNPH	NA	12.0303860598752	-0.9741297901711	0.432610683108052	-2.25174695911935	0.0243382672792454	syntaphilin
ENSG00000101333	PLCB4	PLCB4	NA	17.6839942702501	-1.00051017728118	0.410949387929406	-2.43463114112985	0.0149069769980995	phospholipase C beta 4
ENSG00000101452	DHX35	DHX35	0.0852091609082267	1656.24017022302	-0.181703122620713	0.0548083693170661	-3.31524409291511	0.000915631339018826	DEAH-box helicase 35
ENSG00000101557	USP14	USP14	0.240368317102034	4010.02662475025	-0.125446316403447	0.0513310864392594	-2.4438663801104	0.0145308071557146	ubiquitin specific peptidase 14
ENSG00000101624	CEP76	CEP76	0.343631229717663	474.500162829561	-0.13000092857798	0.0640088826886217	-2.03098262487075	0.0422567571943133	centrosomal protein 76
ENSG00000101654	RNMT	RNMT	0.300614101791519	2229.59889916618	0.26190830930701	0.119912505421581	2.18416176349755	0.0289503635087086	RNA guanine-7 methyltransferase
ENSG00000101665	SMAD7	SMAD7	0.315126249365731	1008.5341510273	0.293540480047769	0.137824276547162	2.1298169480855	0.0331867289078616	SMAD family member 7
ENSG00000101883	RHOXF1	RHOXF1	NA	3.30933156949273	1.80947056513463	0.734938742978785	2.46206991048077	0.0138137737823021	Rhox homeobox family member 1
ENSG00000101928	MOSPD1	MOSPD1	0.354507776830545	264.477252818486	-0.128001116235854	0.0642401982938657	-1.99253924544746	0.0463119236273533	motile sperm domain containing 1
ENSG00000102038	SMARCA1	SMARCA1	NA	16.1321324407068	-1.66398739413354	0.738879774160267	-2.25204079516813	0.0243196941179114	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
ENSG00000102057	KCND1	KCND1	0.236291702669368	65.9042462331988	0.297829128581792	0.121291071661044	2.45549094837002	0.0140692295884669	potassium voltage-gated channel subfamily D member 1
ENSG00000102098	SCML2	SCML2	0.190156042130499	24.2313650421075	-0.942614010585752	0.353720330561384	-2.66485675021773	0.0077021123872197	Scm polycomb group protein like 2
ENSG00000102125	TAFAZZIN	TAFAZZIN	0.0840712465242543	427.482837735716	0.227747961389211	0.06834328069799	3.33241189277454	0.000860967272223703	tafazzin, phospholipid-lysophospholipid transacylase
ENSG00000102144	PGK1	PGK1	0.298694547027742	11795.9864531249	0.371088213194747	0.168822229040498	2.19810042376427	0.0279419503390358	phosphoglycerate kinase 1
ENSG00000102218	RP2	RP2	0.0855753722220485	517.850470058929	-0.244815845929397	0.0741375667034065	-3.30218345186326	0.000959353033551048	RP2 activator of ARL3 GTPase
ENSG00000102221	JADE3	JADE3	0.255636927149559	654.685806708718	-0.828126018892925	0.347181735174401	-2.38528106461859	0.0170660771273391	jade family PHD finger 3
ENSG00000102241	HTATSF1	HTATSF1	0.261419247084274	773.016785028103	-0.17035256076065	0.0721738299007204	-2.36030928378029	0.0182597045163571	HIV-1 Tat specific factor 1
ENSG00000102390	PBDC1	PBDC1	0.327407554326747	358.944501961655	-0.206597462304209	0.0996336326162801	-2.07357151274288	0.0381191231631249	polysaccharide biosynthesis domain containing 1
ENSG00000102471	NDFIP2	NDFIP2	0.283797968592826	1900.00675499484	-0.178005940316001	0.0788329993976577	-2.25801303611556	0.0239448467113269	Nedd4 family interacting protein 2
ENSG00000102710	SUPT20H	SUPT20H	0.215060649618439	2800.78711600778	-0.121620606513899	0.0475928860652252	-2.55543667486819	0.0106054656498257	SPT20 homolog, SAGA complex component
ENSG00000102755	FLT1	FLT1	0.185081261483698	1739.95625031114	0.635199094990484	0.236179223892275	2.68947913589643	0.00715636204384547	fms related receptor tyrosine kinase 1
ENSG00000102786	INTS6	INTS6	0.231390662589341	7913.22841531261	-0.110449806978692	0.0445621109737259	-2.47855868057539	0.0131914410329404	integrator complex subunit 6
ENSG00000102871	TRADD	TRADD	0.347843654113142	535.437130545289	0.275679484691874	0.136728091528411	2.01626075234576	0.0437727166496038	TNFRSF1A associated via death domain
ENSG00000102878	HSF4	HSF4	0.305781142074903	56.9060094159807	0.644764196656972	0.297620785025697	2.16639505403261	0.0302810115889542	heat shock transcription factor 4
ENSG00000102882	MAPK3	MAPK3	0.147765014298997	351.070831665647	0.305866834145515	0.106002664827157	2.88546363097803	0.00390837616408923	mitogen-activated protein kinase 3
ENSG00000102901	CENPT	CENPT	0.13703865936812	473.522572848288	0.173500622063047	0.0583069455139073	2.97564244763368	0.00292375528750996	centromere protein T
ENSG00000102984	ZNF821	ZNF821	0.23280325478029	352.143280038039	0.355039784082083	0.143908540999136	2.46712100350051	0.0136204321776448	zinc finger protein 821
ENSG00000103005	USB1	USB1	0.219838436516674	761.08916669169	-0.212746410643899	0.0839807066121827	-2.53327721599614	0.0113001546222696	U6 snRNA biogenesis phosphodiesterase 1
ENSG00000103047	TANGO6	TANGO6	0.289858126547796	2129.65099312556	-0.12220313479391	0.0547917710561512	-2.2303191234442	0.0257262644976446	transport and golgi organization 6 homolog
ENSG00000103051	COG4	COG4	0.165421022890407	1390.20765517148	0.108648461342916	0.0390904526458535	2.77941169746064	0.005445745720953	component of oligomeric golgi complex 4
ENSG00000103066	PLA2G15	PLA2G15	0.268431916719591	186.66277332136	0.163300579330397	0.0700161508751764	2.33232728862126	0.0196834800089138	phospholipase A2 group XV
ENSG00000103145	HCFC1R1	HCFC1R1	0.216416041660329	169.426012358269	0.268461998877783	0.105463846444279	2.54553582036877	0.0109110168709468	host cell factor C1 regulator 1
ENSG00000103245	CIAO3	CIAO3	0.080062412993363	356.779555209111	0.277783973012878	0.0819197229546618	3.39092910710424	0.000696561165534624	cytosolic iron-sulfur assembly component 3
ENSG00000103260	METRN	METRN	0.226599531005608	27.916574761381	0.591543463708795	0.236581988229678	2.50037404848637	0.0124062239124714	meteorin, glial cell differentiation regulator
ENSG00000103275	UBE2I	UBE2I	0.322917170764996	2103.91927684055	0.0689664053018661	0.0327752618257636	2.10422133829161	0.0353591440186446	ubiquitin conjugating enzyme E2 I
ENSG00000103353	UBFD1	UBFD1	0.162513804834274	1388.76266881626	-0.131101758535483	0.046855759379923	-2.79798599511458	0.00514223422373269	ubiquitin family domain containing 1
ENSG00000103365	GGA2	GGA2	0.298867742436115	4583.9426996612	0.135986074188957	0.0619481102993052	2.19516097475668	0.0281520525729457	golgi associated, gamma adaptin ear containing, ARF binding protein 2
ENSG00000103423	DNAJA3	DNAJA3	0.302040949106144	1596.0291187687	-0.114873749575815	0.0527054698710628	-2.17954132382917	0.0292914783023696	DnaJ heat shock protein family (Hsp40) member A3
ENSG00000103485	QPRT	QPRT	0.354776083989081	1284.18365922482	0.147566937897469	0.074097506903376	1.99152365665822	0.0464233470915152	quinolinate phosphoribosyltransferase
ENSG00000103507	BCKDK	BCKDK	0.147436909448797	646.653692796425	0.255272271950859	0.0883770486046861	2.88844531449225	0.0038715134103275	branched chain keto acid dehydrogenase kinase
ENSG00000103510	KAT8	KAT8	0.255399004328971	665.696775720977	0.102076441017766	0.0427227192533322	2.38927771456879	0.0168815360445581	lysine acetyltransferase 8
ENSG00000103512	NOMO1	NOMO1	0.248786700104305	1879.7771978188	-0.172335171834317	0.0714903482620855	-2.41060752987986	0.0159259758783729	NODAL modulator 1
ENSG00000103591	AAGAB	AAGAB	0.273927977728458	2338.91957352455	-0.182656113632432	0.0792334136121745	-2.30529148379852	0.0211502541771771	alpha and gamma adaptin binding protein
ENSG00000103707	MTFMT	MTFMT	0.241499172220082	624.862495493299	-0.119775708284739	0.0491515188715391	-2.4368668768463	0.0148151323364337	mitochondrial methionyl-tRNA formyltransferase
ENSG00000103932	RPAP1	RPAP1	0.324346414948902	821.06802997953	0.0877741401412346	0.041832143442133	2.09824629863047	0.0358833936477387	RNA polymerase II associated protein 1
ENSG00000103978	TMEM87A	TMEM87A	0.273927977728458	2216.10470594178	-0.087337300222061	0.0379005894046443	-2.30437841716939	0.0212014104734361	transmembrane protein 87A
ENSG00000104131	EIF3J	EIF3J	0.0859712874093594	2364.5397354882	-0.198383201166612	0.0602837487033201	-3.2908239025236	0.000998944257300375	eukaryotic translation initiation factor 3 subunit J
ENSG00000104218	CSPP1	CSPP1	0.306690737813668	2404.14731371939	-0.148783370281854	0.0687527714255247	-2.16403451376532	0.0304617006703919	centrosome and spindle pole associated protein 1
ENSG00000104381	GDAP1	GDAP1	0.0680764729488726	1331.3849406409	-0.36399111702981	0.104460097906771	-3.48449909892548	0.000493059122404688	ganglioside induced differentiation associated protein 1
ENSG00000104497	SNX16	SNX16	0.168303106382999	398.676071546586	-0.304670620318799	0.110191790832298	-2.76491214107302	0.00569381292299676	sorting nexin 16
ENSG00000104517	UBR5	UBR5	0.313616248583225	29815.8268240332	0.140063119828217	0.0654847898637516	2.13886491992467	0.0324466098448869	ubiquitin protein ligase E3 component n-recognin 5
ENSG00000104679	R3HCC1	R3HCC1	0.297651986065918	241.43084027721	0.192815441121431	0.087571713351218	2.20180048719749	0.0276794046613784	R3H domain and coiled-coil containing 1
ENSG00000104765	BNIP3L	BNIP3L	0.300470491269218	1989.2415511209	0.65231877125262	0.297801841578687	2.19044572657641	0.0284919268371642	BCL2 interacting protein 3 like
ENSG00000104823	ECH1	ECH1	0.248786700104305	799.206799857791	0.196945229655777	0.0816505954988723	2.41204890732851	0.0158631534799843	enoyl-CoA hydratase 1
ENSG00000104863	LIN7B	LIN7B	NA	17.4182455319732	0.595847388069613	0.250007684550925	2.38331629341674	0.0171574455913599	lin-7 homolog B, crumbs cell polarity complex component
ENSG00000104881	PPP1R13L	PPP1R13L	0.0855753722220485	185.354678566953	0.8720262625478	0.264105668794087	3.30180819870128	0.000960637343265955	protein phosphatase 1 regulatory subunit 13 like
ENSG00000104885	DOT1L	DOT1L	0.248293688385637	4197.41241331773	0.177815519101038	0.0736030880237231	2.41587036462011	0.0156976490202728	DOT1 like histone lysine methyltransferase
ENSG00000104894	CD37	CD37	0.215492204703077	2987.0611364816	0.203259918720637	0.0796260985231363	2.55267961749473	0.0106897775576665	CD37 molecule
ENSG00000104897	SF3A2	SF3A2	0.311347064751331	1231.59455431511	0.13284428273761	0.0618975264773212	2.14619695322208	0.0318572685682162	splicing factor 3a subunit 2
ENSG00000104903	LYL1	LYL1	0.326950338795279	148.01918371376	0.32943250929857	0.158200222882659	2.08237702384855	0.0373080454257037	LYL1 basic helix-loop-helix family member
ENSG00000104915	STX10	STX10	0.145929438474914	287.054442579153	0.186341637316528	0.0642143834636835	2.90186757647395	0.00370945309440299	syntaxin 10
ENSG00000104946	TBC1D17	TBC1D17	0.254974047594954	493.519487666634	0.218048313092995	0.0911976709258611	2.39094168611232	0.0168052218069542	TBC1 domain family member 17
ENSG00000104953	TLE6	TLE6	0.325383001191307	48.9477618470508	0.54183347900694	0.258722452535459	2.09426539404298	0.0362363452550443	TLE family member 6, subcortical maternal complex member
ENSG00000104957	YJU2B	YJU2B	0.142181637698204	602.675330661338	0.150352763124616	0.0511305992010698	2.94056329231265	0.00327616062706425	YJU2 splicing factor homolog B
ENSG00000104964	TLE5	TLE5	0.334254517350924	2944.10156459106	0.141257684630622	0.0687809963072964	2.05373129518971	0.0400017058445963	TLE family member 5, transcriptional modulator
ENSG00000104970	KIR3DX1	KIR3DX1	0.285139731649526	198.43822701107	0.558140733145239	0.247667094309292	2.25359260866613	0.0242218087543154	killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene)
ENSG00000105122	RASAL3	RASAL3	0.243919201834686	1852.47360514691	0.121985834198591	0.0502242330281368	2.42882423172598	0.0151478740192748	RAS protein activator like 3
ENSG00000105135	ILVBL	ILVBL	0.209463143900924	314.127138241211	0.195748446831942	0.0758733388323739	2.57993716691981	0.00988182932937848	ilvB acetolactate synthase like
ENSG00000105146	AURKC	AURKC	NA	15.2699362917616	0.810680057791271	0.304129293269077	2.66557702836611	0.00768563225247999	aurora kinase C
ENSG00000105173	CCNE1	CCNE1	0.327363584533076	460.914747099668	-0.212536754852821	0.102207116466487	-2.07947119731639	0.0375740624722199	cyclin E1
ENSG00000105205	CLC	CLC	NA	3.27882191136562	-1.52784446901934	0.688679304518124	-2.21851369570106	0.0265198268173487	Charcot-Leyden crystal galectin
ENSG00000105220	GPI	GPI	0.314002846288696	5603.57402745266	0.281110450068881	0.131524226965325	2.13732828205859	0.0325713000829256	glucose-6-phosphate isomerase
ENSG00000105221	AKT2	AKT2	0.170052117759207	3191.44403673405	0.106512069682332	0.0386722040204159	2.75422806587652	0.00588307565098238	AKT serine/threonine kinase 2
ENSG00000105229	PIAS4	PIAS4	0.291765314480135	632.775743507565	0.114121204461683	0.0514299898689136	2.21896221936965	0.0264892949468934	protein inhibitor of activated STAT 4
ENSG00000105245	NUMBL	NUMBL	0.357944363939492	219.163868839471	0.287503145387266	0.145205085672382	1.97997986128352	0.047705791640865	NUMB like endocytic adaptor protein
ENSG00000105281	SLC1A5	SLC1A5	0.124377590616825	2503.16742166342	0.322615744966085	0.105987024672229	3.04391736595865	0.00233519273395996	solute carrier family 1 member 5
ENSG00000105325	FZR1	FZR1	0.155312491831954	961.241859150282	0.13390423339561	0.0472033849040996	2.8367506624293	0.00455751879793103	fizzy and cell division cycle 20 related 1
ENSG00000105327	BBC3	BBC3	0.36294718759066	182.198798943788	0.313047288393031	0.159412844881776	1.96375197133702	0.0495588623507237	BCL2 binding component 3
ENSG00000105355	PLIN3	PLIN3	0.080062412993363	788.37946969999	0.219173769553789	0.0650195910867212	3.37088815679357	0.000749262700340117	perilipin 3
ENSG00000105426	PTPRS	PTPRS	0.361170627800736	249.253066679931	0.749286576188801	0.379954971862034	1.97204045657514	0.0486049883142853	protein tyrosine phosphatase receptor type S
ENSG00000105429	MEGF8	MEGF8	0.354507776830545	906.684061026458	0.115456263265734	0.0578976273994469	1.99414498402808	0.0461362124378991	multiple EGF like domains 8
ENSG00000105486	LIG1	LIG1	0.170052117759207	2128.35709539337	0.127164373846316	0.0461682703345423	2.75436729435312	0.00588057325892454	DNA ligase 1
ENSG00000105516	DBP	DBP	0.309285816542533	92.8215606783483	0.289727213665511	0.134426061691081	2.15529049963035	0.0311391087686706	D-box binding PAR bZIP transcription factor
ENSG00000105520	PLPPR2	PLPPR2	0.290121120451452	47.9737521814706	0.361466957421315	0.162261109983128	2.22768695135206	0.0259013977624801	phospholipid phosphatase related 2
ENSG00000105559	PLEKHA4	PLEKHA4	0.169713302176	63.2372075131127	1.01479992207967	0.367948255947357	2.75799628256658	0.00581568592764864	pleckstrin homology domain containing A4
ENSG00000105568	PPP2R1A	PPP2R1A	0.223917513473227	3869.39011499552	0.0900254643967596	0.0359047043619591	2.5073445387324	0.0121642077595011	protein phosphatase 2 scaffold subunit Aalpha
ENSG00000105612	DNASE2	DNASE2	0.324328270776919	427.392442957353	0.21186924494827	0.100946977982285	2.09881711352914	0.0358330256494161	deoxyribonuclease 2, lysosomal
ENSG00000105649	RAB3A	RAB3A	0.263143250041204	66.6674126052465	0.400412911356792	0.170020360833739	2.35508799883298	0.0185183197035496	RAB3A, member RAS oncogene family
ENSG00000105698	USF2	USF2	0.274401678814781	1225.91034912884	0.1114785663575	0.0485126577928063	2.29792741584301	0.0215659206115616	upstream transcription factor 2, c-fos interacting
ENSG00000105701	FKBP8	FKBP8	0.080062412993363	1534.19995290959	0.252650490430268	0.0749870787747561	3.36925367087804	0.000753720273249886	FKBP prolyl isomerase 8
ENSG00000105821	DNAJC2	DNAJC2	0.347807431903325	1380.85489512783	-0.136979696893231	0.0678896015079169	-2.01768303025402	0.0436242832861087	DnaJ heat shock protein family (Hsp40) member C2
ENSG00000105825	TFPI2	TFPI2	NA	16.5628130045201	-1.13342692255923	0.511978967597762	-2.21381539924841	0.026841480310923	tissue factor pathway inhibitor 2
ENSG00000105849	POLR1F	POLR1F	0.223725946686009	961.072509779316	-0.185068299554948	0.0737212611700856	-2.51037891400106	0.0120601674997199	RNA polymerase I subunit F
ENSG00000105875	WDR91	WDR91	0.290551518860049	3042.83790680355	0.217121164543379	0.0976573776143633	2.22329505304518	0.0261959108825834	WD repeat domain 91
ENSG00000105967	TFEC	TFEC	0.290121120451452	118.610387479933	-0.641936375910378	0.288237660377503	-2.22710791875579	0.0259400621056179	transcription factor EC
ENSG00000106012	IQCE	IQCE	0.343070964007927	287.22775276621	-0.270691581868893	0.13315213644449	-2.03294959508023	0.0420576156820644	IQ motif containing E
ENSG00000106086	PLEKHA8	PLEKHA8	0.269142026843068	1527.09681947431	0.203660150947868	0.0876077092192025	2.32468298467081	0.0200889177785445	pleckstrin homology domain containing A8
ENSG00000106211	HSPB1	HSPB1	0.180700374542886	544.493128570734	0.366513394442925	0.135266913694818	2.70955686377108	0.00673731552095305	heat shock protein family B (small) member 1
ENSG00000106330	MOSPD3	MOSPD3	0.327363584533076	77.7100642096321	0.277255604994508	0.133443009285156	2.07770797795812	0.0377362638017545	motile sperm domain containing 3
ENSG00000106333	PCOLCE	PCOLCE	NA	17.0604324024105	0.513804855626191	0.244198306416356	2.10404757988025	0.0353742967929041	procollagen C-endopeptidase enhancer
ENSG00000106336	FBXO24	FBXO24	NA	12.0915532505671	0.580762555598398	0.271790503260927	2.13680223786498	0.0326140800508251	F-box protein 24
ENSG00000106344	RBM28	RBM28	0.206937673351275	1753.14091378334	-0.135798529054934	0.0524072405240787	-2.59121693294537	0.00956371837716126	RNA binding motif protein 28
ENSG00000106366	SERPINE1	SERPINE1	NA	11.2058884918324	1.43722480643876	0.669628302301218	2.1463023613244	0.0318488633363044	serpin family E member 1
ENSG00000106400	ZNHIT1	ZNHIT1	0.244495132460753	511.735934088395	0.14699860085032	0.0605826286756191	2.42641503123614	0.0152488206044899	zinc finger HIT-type containing 1
ENSG00000106443	PHF14	PHF14	0.316959631360418	6788.80378347762	-0.110721721774981	0.052133886571903	-2.12379565491006	0.0336872345022331	PHD finger protein 14
ENSG00000106554	CHCHD3	CHCHD3	0.254227521295679	10913.3407960585	-0.121165041993324	0.0506184503894454	-2.39369322966451	0.0166796929017302	coiled-coil-helix-coiled-coil-helix domain containing 3
ENSG00000106603	COA1	COA1	0.185623710810454	7849.84878376953	-0.133271018191206	0.0496539758263128	-2.68399490621621	0.00727482146352269	cytochrome c oxidase assembly factor 1
ENSG00000106682	EIF4H	EIF4H	0.357447597443481	5321.73718717763	0.0745914810055149	0.037608708359666	1.98335662826197	0.0473276081371837	eukaryotic translation initiation factor 4H
ENSG00000106692	FKTN	FKTN	0.325728994751236	2137.92721454662	-0.0957738582950376	0.0457754297730223	-2.092254704542	0.0364157372589983	fukutin
ENSG00000106948	AKNA	AKNA	0.324346414948902	8553.35272284086	0.0893439174966001	0.0426087307807626	2.09684531455084	0.0360072707424905	AT-hook transcription factor
ENSG00000106993	CDC37L1	CDC37L1	0.301804216535317	578.015474652519	-0.12640196845108	0.0579592037468756	-2.18087827781613	0.0291924207814834	cell division cycle 37 like 1
ENSG00000107140	TESK1	TESK1	0.208832959566877	302.892845466686	0.188852845895949	0.0730939682994152	2.58369945276949	0.00977469311174313	testis associated actin remodelling kinase 1
ENSG00000107295	SH3GL2	SH3GL2	NA	14.1013713759516	-1.23071904948533	0.560319232471047	-2.1964604785343	0.02805900096125	SH3 domain containing GRB2 like 2, endophilin A1
ENSG00000107341	UBE2R2	UBE2R2	0.188655927766854	5526.13127038528	0.121577027316558	0.0455488541968775	2.669156655205	0.00760419744297566	ubiquitin conjugating enzyme E2 R2
ENSG00000107651	SEC23IP	SEC23IP	0.146567828679591	2601.54060088833	-0.115493141847663	0.0399168194938673	-2.89334529434157	0.00381162011613739	SEC23 interacting protein
ENSG00000107669	ATE1	ATE1	0.237564832378121	4476.89797091503	-0.100487366747478	0.0409623743549792	-2.45316264815745	0.0141606294097902	arginyltransferase 1
ENSG00000107738	VSIR	VSIR	0.287176047027259	903.908637803903	0.232698715933325	0.103735898095525	2.24318408772096	0.0248849459775475	V-set immunoregulatory receptor
ENSG00000107815	TWNK	TWNK	0.175304412041062	430.045978746935	-0.257073660858253	0.0940519877110706	-2.73331449036449	0.00627004325282618	twinkle mtDNA helicase
ENSG00000107819	SFXN3	SFXN3	0.157717387067547	126.70857408258	0.497574747403309	0.176495447021121	2.81919310555226	0.0048144544729475	sideroflexin 3
ENSG00000107863	ARHGAP21	ARHGAP21	0.106196823384205	2316.54627355431	0.383427250729205	0.122694649921722	3.12505273028472	0.00177773189542258	Rho GTPase activating protein 21
ENSG00000107937	GTPBP4	GTPBP4	0.144638287831266	2577.18894544666	-0.16263698018667	0.0557033072854175	-2.91970060867906	0.00350367808112239	GTP binding protein 4
ENSG00000107949	BCCIP	BCCIP	0.312712046232004	1596.03100889599	-0.138159583693994	0.0645062138837264	-2.1418027097828	0.0322093612904887	BRCA2 and CDKN1A interacting protein
ENSG00000107951	MTPAP	MTPAP	0.221202094412466	1371.45312816662	-0.151517755764767	0.0601140366878238	-2.52050542790212	0.0117186430900585	mitochondrial poly(A) polymerase
ENSG00000108021	TASOR2	TASOR2	0.174257693204529	8214.31568002431	-0.125025942036883	0.0456348080747264	-2.73970566134856	0.00614942281039349	transcription activation suppressor family member 2
ENSG00000108094	CUL2	CUL2	0.13703865936812	2620.98636785246	-0.121043798083708	0.040666149788993	-2.97652467007021	0.00291535625562562	cullin 2
ENSG00000108176	DNAJC12	DNAJC12	NA	18.5251520500169	-1.39449129779781	0.493370897849884	-2.82645633107874	0.00470661609931337	DnaJ heat shock protein family (Hsp40) member C12
ENSG00000108256	NUFIP2	NUFIP2	0.312859092154178	5883.14965132018	-0.0829222086238856	0.0387272373729299	-2.14118574545799	0.0322590620961069	nuclear FMR1 interacting protein 2
ENSG00000108352	RAPGEFL1	RAPGEFL1	0.0920864915273692	174.938030042526	0.308899478246998	0.0950501911479297	3.24985646547778	0.00115463269754661	Rap guanine nucleotide exchange factor like 1
ENSG00000108395	TRIM37	TRIM37	0.309285816542533	2574.95111655908	-0.160628838292909	0.0745556221778791	-2.15448323816106	0.031202295078105	tripartite motif containing 37
ENSG00000108405	P2RX1	P2RX1	0.345658426493522	668.855616810429	0.333265028712712	0.164636010231406	2.02425355330397	0.0429440699371311	purinergic receptor P2X 1
